Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCC54,5858.572564267698,OUT027
FDP08,2917.168424145543,OUT018
FDU44,2600.845337540692,OUT046
DRG39,854.9622782858269,OUT035
FDU32,2061.573137264211,OUT049
FDY27,2954.0024224477434,OUT049
NCP54,2025.183086633947,OUT013
NCZ41,2032.4331241626037,OUT049
DRL49,2193.0261821880617,OUT013
FDI05,1266.1222861642316,OUT018
FDY56,3845.799156820585,OUT045
DRC13,2027.3239838116021,OUT013
NCV29,2989.8774238867736,OUT017
FDR24,1369.4221823832263,OUT049
FDZ34,3032.1214658569993,OUT018
FDP37,2007.2769939013897,OUT035
FDX08,4798.379771416928,OUT027
FDS57,2059.6198931006643,OUT045
NCG18,1643.2355464410643,OUT049
FDK25,2667.931685641778,OUT018
FDH53,1281.3405802080206,OUT049
DRI59,3500.4218924040993,OUT018
FDA52,2859.2233074896085,OUT046
FDT20,130.3991618939173,OUT010
FDE36,383.0831067983442,OUT019
FDI24,2859.0199122302515,OUT017
FDB28,3032.6000440953167,OUT018
FDV11,2878.4762612134127,OUT017
FDP01,2508.8244545346283,OUT046
FDD34,4248.608996302363,OUT027
FDJ50,1129.3893440614486,OUT027
FDZ44,1943.3352508893997,OUT013
DRO59,1201.275435001901,OUT035
DRB48,622.6517236252126,OUT045
FDR21,2751.113181238543,OUT018
NCE42,572.7410065680447,OUT010
FDO23,1451.449881882268,OUT046
NCE30,3360.6840454890803,OUT018
FDQ22,598.9081024253289,OUT035
FDY01,1896.1581971878707,OUT045
FDS08,2877.515122807506,OUT017
FDG28,3677.092452875784,OUT018
FDQ51,764.1517736938985,OUT018
FDB05,4068.191954033679,OUT017
FDO56,1928.4054118689246,OUT049
FDE02,1433.565087140463,OUT018
FDN45,3690.5813492176976,OUT017
FDS09,820.0720002019712,OUT013
NCA54,2959.703967257669,OUT018
FDP09,570.1996426139009,OUT010
FDC53,1563.2027230121028,OUT045
NCM55,3104.5395242733616,OUT017
FDL09,2674.9036344791357,OUT018
FDA11,235.02732923472257,OUT019
FDA50,1503.6859812890943,OUT045
FDC23,2956.9429343552138,OUT017
FDE22,2555.655507334511,OUT049
FDD23,3140.0289564041323,OUT046
NCA29,2891.888891382517,OUT049
FDK38,2446.6181969035174,OUT046
DRC13,2038.1706030945056,OUT046
NCP43,2962.5296398155247,OUT049
FDX28,1561.2494306795215,OUT049
FDF08,1371.253062856748,OUT049
FDZ33,2478.3968842889567,OUT046
FDD10,2913.053865572257,OUT049
FDO58,2598.7464857531545,OUT017
FDI50,3893.0585884384413,OUT017
FDO58,2621.38361079578,OUT045
FDX08,3062.875317377681,OUT013
NCK17,130.3991618939173,OUT010
FDF39,4245.8010790484905,OUT035
FDU45,266.43812963271625,OUT010
NCJ18,1861.1089664205667,OUT018
DRC27,572.2909341910804,OUT019
DRC25,1360.1734593808235,OUT035
FDU59,2541.999123453592,OUT035
FDU28,3024.5031204666734,OUT035
NCP30,650.1177234144413,OUT046
FDB39,896.1646252235254,OUT018
FDE41,1421.5135465889116,OUT013
DRH11,130.53289713491344,OUT010
FDA58,3782.474246542198,OUT045
FDU50,1924.816191437608,OUT046
FDM34,2042.742407923377,OUT013
FDM44,2858.1287229165914,OUT027
FDR39,3034.389511365916,OUT045
FDM25,2849.3819366185817,OUT045
FDQ49,2509.7053867198756,OUT049
DRH25,847.5621651373893,OUT018
FDM09,4278.331824564087,OUT027
FDL44,382.20465191211554,OUT019
NCR42,592.8962499440623,OUT018
DRL59,904.3183875607899,OUT046
FDX43,2690.705825174885,OUT013
DRK47,573.480371683981,OUT010
FDU48,1990.5579703773667,OUT018
FDY12,765.5457309964869,OUT045
NCN43,2003.0809118668067,OUT018
NCM55,3024.5188978138585,OUT018
FDQ21,2990.4403000649354,OUT027
FDX13,4166.111981794089,OUT035
NCK30,5858.572564267698,OUT027
FDG20,2860.5745793891347,OUT049
DRG27,610.4292668034657,OUT017
FDY14,3939.6934629807274,OUT018
FDP59,1646.5260897526728,OUT035
FDU60,2798.1547186096227,OUT017
NCC18,414.77956879144256,OUT019
DRJ39,3740.2002952228277,OUT017
FDS07,1904.914325599752,OUT049
FDM08,5858.572564267698,OUT027
FDP51,1986.6394719522445,OUT045
FDU16,1321.7763349411514,OUT035
FDH12,1649.4853461301639,OUT013
DRE48,510.61214121590183,OUT010
NCL42,5859.941507890135,OUT027
FDR21,2854.999733595891,OUT045
NCW29,2048.1511570545417,OUT035
FDO11,4136.336508692393,OUT013
NCM31,2077.8550521084144,OUT049
FDV35,370.0507091786875,OUT019
FDF58,1000.3630406078919,OUT017
NCE43,2779.886262902349,OUT049
FDA02,2498.169233099601,OUT035
DRL37,130.3991618939173,OUT010
FDR24,1401.8698648839875,OUT018
FDW59,1329.4776672662035,OUT049
FDS22,674.3600023148481,OUT049
FDW24,757.7114772179037,OUT017
FDU24,1508.1681327730219,OUT035
FDA21,5109.354661588021,OUT027
FDH58,2940.6097182753347,OUT027
FDW36,1632.0062907440908,OUT018
FDI45,4405.1412130452145,OUT027
FDU01,2941.4890177744105,OUT018
FDF35,2914.0250998480315,OUT027
FDU43,572.5249290840937,OUT019
FDE24,361.59394739598645,OUT019
FDK50,2567.3205388866922,OUT049
FDG31,1059.7835500409828,OUT045
FDC60,1381.2888893006302,OUT045
FDL36,1421.032909668471,OUT013
FDP21,3109.3036992112043,OUT013
FDW16,1376.5217951633947,OUT045
FDX02,3808.1695492928366,OUT017
FDQ58,4091.5240292572594,OUT027
FDT51,1733.0003530753495,OUT046
FDD59,1296.9068066402929,OUT049
NCM42,1640.614686129063,OUT018
FDA57,608.3097871313777,OUT018
FDZ48,1751.345722051322,OUT035
FDE46,2518.5019095889334,OUT045
NCZ30,278.0231951728763,OUT019
FDB56,3101.846499934194,OUT017
FDA25,2858.986118511242,OUT027
FDD20,2067.1881739088485,OUT013
FDL25,1465.9569570846058,OUT013
NCO18,2918.5139863849945,OUT049
FDJ45,594.0267398307782,OUT017
FDR12,2818.9247670184855,OUT035
NCF19,130.3991618939173,OUT010
FDK25,2700.1285284555156,OUT046
NCR17,1955.6730364919458,OUT046
FDC52,2475.958315199853,OUT046
NCA54,3048.4421124379005,OUT017
FDR45,572.7410065680447,OUT010
NCM19,1912.337694003998,OUT049
FDF39,5859.941507890135,OUT027
FDX23,1536.6669711270072,OUT049
FDD58,2840.6858798362,OUT027
FDX28,1632.3380368766125,OUT013
NCD31,2582.354178877963,OUT013
FDU57,2392.6647075987826,OUT018
FDI27,776.5849825310046,OUT046
NCM42,1655.4329270417438,OUT046
FDD32,2217.7394772241237,OUT027
FDI34,3680.693428753325,OUT013
NCM29,2102.170420495488,OUT049
FDG46,1800.7727161107555,OUT018
DRC01,130.3991618939173,OUT010
FDB15,5858.572564267698,OUT027
NCA17,4059.7278390742576,OUT027
FDF10,2521.1191593817107,OUT046
FDR26,4745.803459097884,OUT027
FDI02,1736.735273564927,OUT049
NCM54,275.6538521607821,OUT010
FDF14,2407.8208254398182,OUT013
FDJ33,270.8514770582917,OUT010
FDM20,4007.7279020997175,OUT035
FDC03,5747.8281856046315,OUT027
NCX05,1931.934910363508,OUT046
NCM41,2781.1915878764135,OUT027
NCU29,366.9087291102924,OUT010
FDQ59,1339.1475485287685,OUT017
FDH46,240.40761675655648,OUT010
FDH09,826.0848883818446,OUT013
NCD06,763.5950382936455,OUT045
FDC15,2530.4644725296807,OUT035
DRD37,1064.737817439035,OUT027
FDT28,4059.7278390742576,OUT027
FDR28,4257.143139461717,OUT027
FDT38,1345.4158828308894,OUT017
FDV34,1547.6204655312206,OUT027
FDY52,1020.2053489816142,OUT035
FDB34,1408.5836994081478,OUT013
DRL23,1630.1178837796813,OUT018
DRB24,2476.2459807957707,OUT046
FDJ50,920.4204976989845,OUT046
FDQ49,2524.568112913531,OUT035
FDP20,2008.3368810502375,OUT035
FDV19,4235.39495482003,OUT027
NCR54,3036.4031817243736,OUT045
FDO09,573.4991673344547,OUT010
FDS57,2071.3970348250105,OUT018
FDN10,1929.1009944810576,OUT049
FDV23,2029.6174267705273,OUT049
FDY28,3602.33017938106,OUT049
DRG51,2571.6907563416503,OUT013
FDD45,235.03903786453594,OUT019
NCL18,5713.533745300374,OUT027
NCM29,2091.0611709553764,OUT013
FDF17,5756.278158469601,OUT027
FDE22,2581.512349415529,OUT017
FDQ22,594.0179358742222,OUT017
FDS01,2997.7755481370514,OUT013
FDW35,1025.2456453016168,OUT027
FDJ33,2033.2373188843096,OUT046
NCF54,2855.012600789892,OUT035
FDE09,1686.053299056538,OUT013
NCE06,2555.1008123393935,OUT045
DRH49,1276.3562242814007,OUT049
FDY43,2785.3479890090875,OUT045
NCT05,4071.193208514233,OUT017
FDZ34,3105.1260822264026,OUT045
FDL38,1353.155926080831,OUT017
FDZ31,3092.2409734943794,OUT017
FDR14,868.3897556121235,OUT035
NCN54,1265.213697739529,OUT049
NCC42,3005.6478958986104,OUT027
FDK08,1565.652683134072,OUT017
FDP59,1644.33042262429,OUT013
FDV22,2613.3175466673065,OUT035
FDD33,3804.8966541788554,OUT035
DRE60,5858.572564267698,OUT027
FDK52,3728.481313737215,OUT046
FDA02,2488.082260389674,OUT017
FDM56,1652.1438383421153,OUT049
FDE57,2074.5513829862452,OUT035
FDM32,1370.9535996441582,OUT045
NCQ30,2968.5041495584283,OUT027
FDQ27,2858.986118511242,OUT027
FDT60,2992.3424126867994,OUT027
FDU43,3916.2092103252457,OUT049
NCO55,1652.0606208136599,OUT035
FDG02,3073.7837115563993,OUT045
FDJ28,3079.722565596536,OUT013
FDP40,1742.084225393563,OUT045
FDJ38,3085.8751886326286,OUT045
NCC54,3868.165532599186,OUT017
NCZ41,2041.1924298203594,OUT046
FDK38,366.4686396094232,OUT019
FDU52,2418.3290672056555,OUT013
FDC40,1226.1411062020773,OUT046
NCR30,1128.776307345931,OUT017
NCN18,1735.6728709602048,OUT017
FDB50,1298.3961744046126,OUT035
FDG04,3073.7251666947304,OUT013
FDR26,2858.9816041970444,OUT035
NCT17,3002.2560642951776,OUT018
FDX35,5858.572564267698,OUT027
FDS12,2043.0813057241553,OUT046
NCZ29,3001.2899303734057,OUT027
FDB38,383.4440236132642,OUT010
FDP12,688.9186505516269,OUT013
FDP22,829.4903630574044,OUT046
FDS26,3896.67889865545,OUT018
FDR52,3114.790088909981,OUT046
DRJ13,2590.358933792897,OUT046
FDU48,3003.0054718185784,OUT027
FDE29,960.0551787153325,OUT035
NCT29,2018.6187761049698,OUT049
DRK37,3029.469777778954,OUT018
FDK55,1359.7555912353162,OUT046
FDR07,1534.1248808810635,OUT046
FDO21,5859.941507890135,OUT027
FDK46,4038.4623652826085,OUT049
FDB12,1646.931819541263,OUT045
FDT31,5128.6396731641225,OUT027
FDJ33,1996.8718376384963,OUT045
FDC26,2918.5609067225473,OUT027
NCQ02,3063.4619832400945,OUT045
FDP08,510.08683384452974,OUT010
FDB11,5858.572564267698,OUT027
FDV55,2461.80966587683,OUT013
FDW20,2067.592119309277,OUT049
NCJ18,277.9853813868554,OUT019
FDC41,1183.1263552880362,OUT018
FDE14,2858.1287229165914,OUT027
FDG35,2871.1578914022084,OUT013
FDF45,888.8087935667172,OUT035
FDS19,2009.352814577402,OUT027
FDS58,381.1996908484842,OUT019
FDA26,3745.32363730081,OUT017
FDM32,1352.6305179397987,OUT049
FDL45,2057.658405618462,OUT046
FDZ55,2552.6028671268887,OUT049
FDY37,2132.6490739048,OUT049
FDO46,3118.3027631848477,OUT046
FDQ60,2007.0339878837074,OUT046
FDA19,1983.783972506252,OUT018
FDL15,2517.2018213353836,OUT046
FDM10,3364.6501466937343,OUT018
NCL05,613.4899285332117,OUT017
DRK49,130.3991618939173,OUT010
NCE18,5859.941507890135,OUT027
FDG40,626.7295470546072,OUT049
DRI59,3795.1501868879245,OUT045
FDK28,4205.160771130319,OUT035
NCD06,130.3991618939173,OUT019
FDO11,572.2120578439406,OUT019
FDK27,2040.3022662021879,OUT046
FDT43,1095.5002325247672,OUT027
FDD38,1629.9352043279293,OUT018
FDA16,3711.412996003815,OUT049
FDL14,4091.5240292572594,OUT027
NCM17,652.5601556275216,OUT049
FDD20,2043.2157494172461,OUT045
FDA40,1361.737187357537,OUT045
FDL43,1289.2379523627108,OUT045
FDV15,1647.5658376593278,OUT045
FDE52,1383.2967076927973,OUT046
NCL17,360.4516802736793,OUT010
NCJ31,3804.6321158214905,OUT045
FDR60,1268.5709250846842,OUT045
NCA18,1899.0343063601285,OUT035
FDS21,1403.1111141358467,OUT027
FDW09,1270.3244496530765,OUT035
FDL26,2526.340983803958,OUT035
FDS47,1369.959877436708,OUT018
FDC39,3400.0928335922595,OUT046
FDT51,1731.8566125341486,OUT035
FDK40,4245.849075265735,OUT035
NCG19,3779.102829826351,OUT045
FDZ07,1059.0914148244144,OUT046
FDF08,2664.5275507121237,OUT027
FDO04,1016.345767228798,OUT013
FDK41,1327.3751293473301,OUT018
FDP15,3922.1085703266963,OUT049
NCD43,1632.897685139774,OUT018
NCP18,2457.983321689201,OUT013
FDZ51,1454.0899514023297,OUT046
DRH13,1658.2214037486274,OUT035
FDF38,625.5068874512708,OUT045
NCI43,762.6712532585098,OUT045
FDM38,1275.8034603245121,OUT027
FDS03,1202.916721982292,OUT013
DRJ47,2835.5493953503833,OUT017
FDT50,229.49807203762185,OUT010
FDV02,2843.09632100746,OUT046
NCG18,1646.7208836279758,OUT017
FDW52,2612.705863528762,OUT046
FDS40,598.4928641185262,OUT035
FDN31,3091.9514179129,OUT017
FDA37,1985.585789627144,OUT045
FDA15,4148.162328515241,OUT046
FDL39,3074.8345351736084,OUT046
FDJ53,1990.182532065761,OUT045
FDX22,3607.4165313622843,OUT013
NCZ42,3894.1768339123955,OUT045
FDD56,4447.1492680348,OUT027
FDD40,3014.136977147166,OUT017
FDS50,3678.130511700255,OUT013
NCN14,3027.566631341209,OUT013
FDT15,3101.9366292539144,OUT013
NCS18,2887.5522751770927,OUT027
NCO26,268.9078708434587,OUT010
FDF58,1018.407050340094,OUT018
NCB19,1422.8195092013702,OUT013
FDH26,2070.769456193975,OUT017
DRB24,4085.0096898279144,OUT027
FDA49,1349.218142367531,OUT018
FDB32,1518.3590993871323,OUT045
FDI36,3059.899469950733,OUT017
NCA17,367.1002375582473,OUT010
FDH22,2009.643464183829,OUT013
NCM26,2435.3990783402232,OUT018
FDT15,5107.8337276148695,OUT027
FDB16,1363.5815891582292,OUT018
NCP54,2992.3424126867994,OUT027
FDJ36,1643.9263005909586,OUT013
FDO28,1970.3815023459572,OUT045
FDU09,992.157645231427,OUT013
FDF29,2060.1918450275907,OUT017
FDY08,2064.672787909712,OUT013
DRJ59,593.0319912210128,OUT018
FDT23,2014.4491417150932,OUT027
FDU15,594.5147581507356,OUT018
FDT47,1549.9527352414786,OUT013
FDI53,383.41261440925314,OUT019
FDR59,3934.545250407564,OUT018
FDD53,613.5533460038995,OUT035
FDY51,3673.148022769925,OUT017
FDT04,633.494961576116,OUT049
FDU51,2861.4697463048037,OUT049
FDG14,2482.1835244125846,OUT035
NCU06,3778.942898735705,OUT045
DRG25,3138.7856418338843,OUT046
DRH49,1322.699804511866,OUT035
FDN15,2089.0318464838665,OUT035
FDL43,1227.545112320274,OUT018
NCT18,3134.3810914317146,OUT049
NCB31,3979.7046744445447,OUT013
FDK57,1947.3021093780917,OUT035
FDY04,383.5573733460953,OUT019
NCP54,2045.1982077449968,OUT046
FDF41,3840.820238122875,OUT013
FDM01,1647.8935377018095,OUT045
FDW03,1649.7138388205747,OUT045
FDF28,2008.4265130226088,OUT045
FDY37,2106.2415830328773,OUT017
FDQ03,3798.188991335461,OUT017
FDP51,2947.970494010553,OUT027
FDJ40,1723.8098878504734,OUT017
FDC32,1445.2904660886252,OUT049
DRI49,2244.971602173049,OUT027
NCW54,866.6559230235638,OUT017
FDF09,594.0116960668545,OUT017
FDP45,3683.8779548425764,OUT018
DRJ23,2942.3784803156605,OUT018
FDS59,1725.4544468722154,OUT017
FDY08,2069.165450044535,OUT046
FDX16,2491.8695915804938,OUT049
FDY16,2965.233905799753,OUT018
FDK32,2540.1766612638507,OUT035
FDQ22,700.7636942472268,OUT013
NCC31,2410.0847798859927,OUT018
FDG58,2483.9024164137018,OUT049
DRF48,3109.572146274783,OUT013
DRH36,1106.0402220800695,OUT049
NCR30,1171.572895525595,OUT035
FDB03,572.7362237173375,OUT019
FDZ28,3001.2899303734057,OUT027
FDR35,3078.932741769157,OUT017
DRD15,5858.572564267698,OUT027
FDJ33,279.608536603976,OUT019
FDA56,270.23054064097227,OUT010
FDP56,782.6323419000211,OUT046
NCT30,782.5171173946226,OUT046
FDK15,1616.0363523135595,OUT017
FDH44,2428.9160260432204,OUT018
FDV01,2466.658344598136,OUT013
DRG03,2494.5149949117463,OUT017
FDG50,2675.295791058179,OUT027
FDR16,573.276635454996,OUT010
FDZ60,1650.8036445029818,OUT046
DRG03,2512.4291238543437,OUT045
FDS56,3919.0197523481133,OUT018
FDU33,752.5879753746693,OUT045
DRD27,1561.839867723485,OUT035
FDW22,3741.1342190081477,OUT046
DRA24,2623.8093286225267,OUT045
FDF38,639.3377974239542,OUT049
FDX48,2467.167703524092,OUT013
FDS58,2507.119630764618,OUT018
FDC32,1451.4104127123958,OUT046
NCQ29,4077.31626425991,OUT045
DRK39,1345.3172896749572,OUT018
NCS38,1881.6093840401095,OUT017
DRO47,1734.805085994908,OUT013
DRG27,1025.0481517796993,OUT027
FDC57,5680.242738050439,OUT027
FDS55,2462.347903337507,OUT046
NCJ06,1960.7320095721664,OUT018
FDO01,282.16682007202627,OUT019
NCM55,3091.268113035951,OUT045
FDC52,2468.073418495604,OUT049
FDQ15,1276.958059345994,OUT045
NCT30,1094.0318594919333,OUT027
NCR42,1016.2558407570048,OUT027
FDD28,867.7797301807794,OUT035
FDQ34,1643.294527180566,OUT049
FDZ12,3032.642636401661,OUT027
DRE13,206.03865360905195,OUT019
NCN07,283.9101855738048,OUT019
FDM28,3059.9664416241617,OUT035
FDI10,2878.4423916944993,OUT017
FDQ25,2796.615232883243,OUT013
FDA38,572.5184746885859,OUT010
DRI13,3635.513175358943,OUT049
FDY20,2678.167578822594,OUT027
NCZ53,3106.6075085899447,OUT035
NCM31,2402.14505962337,OUT013
DRB01,3124.7149793744566,OUT017
DRF37,3992.1029928385933,OUT046
NCF42,2870.278084169376,OUT049
FDF16,2374.3694057454904,OUT018
FDB41,820.0654491162383,OUT013
FDR34,3759.804946615848,OUT013
FDR15,2410.543826713557,OUT018
NCV42,273.5720339612799,OUT019
FDW51,3644.104517233525,OUT035
FDU36,1542.908417571337,OUT017
FDX60,1294.0421743668787,OUT049
FDY03,1882.6264579625552,OUT035
FDW55,4018.268912252077,OUT045
FDT01,571.0819127294654,OUT010
FDG58,2451.2253143780863,OUT013
FDK21,3964.6202907825495,OUT017
NCS41,463.461396097891,OUT019
FDS10,3028.5912418240755,OUT045
NCT53,2553.2799371203123,OUT046
FDJ28,2999.972336074091,OUT018
FDX44,1363.0597122764534,OUT045
FDT20,604.7756919976695,OUT018
FDO44,1682.4938159261483,OUT017
NCX17,3767.6781901239324,OUT049
FDY01,1897.3929270881806,OUT017
FDJ12,5859.941507890135,OUT027
DRK35,592.9801604777574,OUT018
FDD47,385.45550638044784,OUT019
NCM53,1648.2493827763838,OUT035
FDO45,1420.3216305191431,OUT013
NCM42,254.27614133674192,OUT010
FDE04,2950.6946001014812,OUT046
NCI30,5858.572564267698,OUT027
FDZ19,2844.0194878333514,OUT013
FDW57,2887.5815327527303,OUT013
FDA25,1643.9234243681071,OUT013
FDT22,939.4792033844797,OUT046
FDP51,1952.0267872696047,OUT013
FDD48,2937.9765305313485,OUT027
FDY39,3126.2165816419306,OUT035
FDO48,572.7524695815991,OUT010
FDD23,5109.354661588021,OUT027
DRN35,1016.058347235087,OUT027
FDT01,3667.55159492886,OUT035
FDC20,130.3991618939173,OUT010
DRJ35,998.0750075468842,OUT035
FDB32,1454.0550277993711,OUT046
FDL24,2888.8204200296404,OUT046
NCV42,1808.1639650395757,OUT035
FDZ46,1659.102008596725,OUT046
FDC15,2468.91697232873,OUT013
FDD08,130.3991618939173,OUT019
FDY50,1372.5770482688756,OUT049
FDD36,2006.6183734565527,OUT013
FDG57,1093.8429289033102,OUT027
FDL21,608.5637959788593,OUT018
FDN16,2858.1287229165914,OUT027
FDJ09,1089.6597209868062,OUT027
FDS01,425.37271990761445,OUT010
FDV33,4045.872120488759,OUT017
DRE12,1880.6891465214424,OUT017
FDR07,1547.22979998682,OUT013
FDP48,466.293656949937,OUT010
NCB55,888.6914690344123,OUT035
FDQ08,1083.867781913981,OUT013
FDR34,3885.424898533509,OUT035
FDO33,1742.9208943969231,OUT046
FDP13,621.8168470115061,OUT045
FDX12,3944.1190371758903,OUT049
NCT06,2680.65871109745,OUT049
FDR16,571.4423786462364,OUT019
FDE36,2553.847906764391,OUT046
FDZ36,3150.3178079531604,OUT049
FDV13,1359.0060552330335,OUT045
NCZ17,599.404634946704,OUT035
FDU56,3074.1055713051733,OUT045
FDM09,2871.3884661891025,OUT035
FDV02,2849.415869386904,OUT017
FDS34,1792.4596357967084,OUT018
FDA11,1515.606706951007,OUT049
FDP09,3693.7199796388227,OUT017
FDB29,2933.211340321688,OUT027
FDT19,2891.506807742042,OUT017
DRH15,637.8833350113689,OUT017
FDY38,3765.03549844477,OUT046
FDF14,4070.6652248551372,OUT027
FDN48,227.97573642390853,OUT010
FDQ12,3809.7250394512566,OUT013
NCJ43,2871.6548212822795,OUT045
FDE17,367.02632162613975,OUT019
FDB05,4088.3243381123275,OUT035
FDH10,3026.5389423042934,OUT045
NCR06,611.8769236380913,OUT017
FDU32,1997.7491473596672,OUT018
FDD56,2867.394826815344,OUT049
FDO36,2924.1459825070956,OUT018
FDH16,223.39555124184773,OUT010
FDX10,592.9801604777574,OUT018
FDZ37,1367.0234065126158,OUT017
FDU31,572.7524695815991,OUT010
DRC49,2082.343876688518,OUT049
FDL15,2517.767762880004,OUT045
FDN32,491.36212743978405,OUT019
DRH59,1472.1425809861717,OUT027
NCU29,2451.725788330544,OUT049
FDR37,465.17235514534985,OUT019
FDS14,2415.671027001712,OUT018
FDU02,5858.572564267698,OUT027
FDJ08,3100.856176127354,OUT035
NCZ06,3912.4499140754,OUT045
FDO31,1320.8391072931302,OUT049
FDH31,1621.240085280031,OUT018
FDS58,2582.9557253940757,OUT017
NCA53,1094.1111760538124,OUT027
FDF50,3084.810189905458,OUT046
NCW42,3681.5572349481263,OUT049
NCQ17,2502.4889756420675,OUT045
FDK51,3927.3498098019427,OUT018
NCW41,378.1992708225295,OUT010
NCR29,864.5344595181086,OUT017
FDB08,381.3368297167965,OUT019
FDA40,2509.650276082883,OUT027
FDL14,2440.254544566264,OUT018
FDB47,3550.125357028155,OUT046
FDO03,3859.219062715211,OUT035
DRK13,517.2557290269683,OUT019
FDX13,572.6714222257142,OUT010
FDF52,3137.1546334061873,OUT046
FDT11,3095.675607713343,OUT013
FDB08,2516.6516441805716,OUT013
FDQ28,2449.5991561961305,OUT018
FDD29,4160.5310506327905,OUT045
NCQ29,5858.572564267698,OUT027
NCO02,1212.2159373228199,OUT013
FDR56,511.35881334736985,OUT010
NCM54,2034.8900857917417,OUT049
FDP51,1902.8277400517984,OUT035
FDT38,1405.6066131499833,OUT013
FDZ20,3849.311567616971,OUT018
FDJ53,2001.8860426430958,OUT013
FDX13,4106.183917694267,OUT049
FDP58,3680.4655381195216,OUT035
NCK31,130.3991618939173,OUT019
FDA35,1963.543873513181,OUT018
FDV37,3003.5113966369327,OUT018
NCO07,5859.941507890135,OUT027
FDA20,3089.3774742924193,OUT045
FDZ59,2740.4960417797965,OUT035
NCY17,650.0032442081615,OUT017
FDQ28,2531.682672852323,OUT035
FDV35,2499.0555206411036,OUT017
FDQ36,689.2000546072396,OUT013
FDD34,2513.5705808568914,OUT018
FDK51,4225.323148137951,OUT045
FDV31,2869.6744198636106,OUT035
FDR04,1533.718071157821,OUT035
FDR14,885.4417355755785,OUT049
DRC36,419.3739135841519,OUT010
FDE39,277.36444496953595,OUT019
FDP57,1642.9741883907998,OUT049
FDE57,2106.5767636226074,OUT046
NCN18,1737.127751837765,OUT046
NCQ05,2397.857791800516,OUT018
FDW47,1990.712673400521,OUT035
FDV46,2086.207002070691,OUT035
NCP29,1040.2272598525667,OUT045
FDE09,1697.090611387248,OUT018
NCU06,5858.572564267698,OUT027
FDT19,418.73881000076267,OUT010
DRF15,2487.8646476211816,OUT017
DRI51,2761.2608638062034,OUT013
NCX54,1646.3755076408772,OUT013
DRE01,3753.250857604302,OUT013
NCB07,2991.301555746417,OUT045
FDU50,1882.8639947172817,OUT035
FDG40,599.6598420984551,OUT035
FDW10,2751.8373911024632,OUT018
FDX51,3073.9129609903916,OUT013
NCP17,1050.6541008233921,OUT045
FDP21,3128.1073391771192,OUT035
FDL04,1645.4538958617354,OUT045
FDV23,2006.4190084924576,OUT013
FDF24,1314.1964200409027,OUT046
FDH56,2933.211340321688,OUT027
FDB51,984.981940846443,OUT049
FDI58,2820.0841824346535,OUT027
FDR20,820.1806736216369,OUT013
FDC51,2004.539654697857,OUT018
FDB16,2509.3994175495163,OUT027
FDE40,980.6251983829667,OUT049
NCM17,625.0558270288413,OUT035
FDU56,3081.1207958091727,OUT035
FDS32,285.7411745799087,OUT019
FDX02,3732.9773258474315,OUT049
FDT39,4083.4210105226866,OUT027
FDE35,868.2821711421278,OUT017
NCI42,565.5938498314671,OUT019
DRL23,1646.114322716097,OUT046
FDA10,2027.8680840938825,OUT046
FDA11,1527.6779560174427,OUT013
NCM06,2471.2641386553296,OUT046
NCT05,4126.459151652633,OUT035
NCQ02,492.1554389634774,OUT010
NCY06,2054.2752018340843,OUT049
FDY56,3831.051335504339,OUT035
FDL02,1646.1886122052406,OUT035
NCI06,2913.239668315759,OUT035
FDQ14,2464.7113954770243,OUT045
FDQ12,3867.2125824262807,OUT017
FDP36,782.3698671008837,OUT046
FDK21,5859.941507890135,OUT027
FDO40,2504.536741233239,OUT045
NCK54,277.2950049973133,OUT019
FDY09,2819.4538579742944,OUT018
NCW30,4028.4199606200805,OUT049
NCC55,1016.2558407570048,OUT027
FDE58,1865.8898208559033,OUT018
FDR39,3042.1659636307877,OUT013
FDU28,3065.073334767581,OUT049
FDH08,3855.715850547751,OUT017
FDG35,2871.4058087765547,OUT045
FDG22,625.9027008043422,OUT049
FDC34,2589.490002164278,OUT035
FDP15,3681.5624551469864,OUT018
FDK34,572.7410065680447,OUT010
FDU45,1915.4368546244398,OUT035
FDQ04,1023.3518656662892,OUT027
FDX22,3420.5646826968978,OUT018
FDB45,1644.5949168324355,OUT017
NCH43,5858.572564267698,OUT027
DRE60,3654.6550444854283,OUT046
FDD17,5859.941507890135,OUT027
NCM54,2015.0071089565793,OUT017
NCH55,2042.3409030479593,OUT013
NCT06,2607.5569002166776,OUT017
FDA48,5858.572564267698,OUT027
FDY58,5859.941507890135,OUT027
FDO25,3634.559452001525,OUT045
FDN50,1506.7340533111815,OUT045
FDH35,2621.4604981725993,OUT035
FDK09,3740.300393491933,OUT045
FDO16,1418.3041117932835,OUT013
FDW11,1077.9480934162425,OUT045
FDU47,3005.6478958986104,OUT027
NCQ42,275.69166594680297,OUT010
FDK55,2675.295791058179,OUT027
FDN08,1915.9019370425647,OUT049
FDT57,3887.963741768292,OUT045
FDJ12,3386.3333196174285,OUT018
DRL59,797.6589347406493,OUT017
NCN53,633.9176328976388,OUT046
FDO51,130.3991618939173,OUT010
FDK56,3094.3587858730634,OUT017
FDY12,817.9115041498451,OUT035
FDU15,600.2759358158216,OUT035
FDQ19,3964.4206868302094,OUT046
DRF15,2506.2755361709537,OUT045
DRE25,234.26997313382864,OUT019
